OG_name,OG size (number of genomes),OG size (total number of genes),CAI_mean,knum,knum_description,Ecoli_APEC_O1,Ecoli_JJ1886,Ecoli_UMN026,Sboydii_Sb227,Sflexneri_5_8401
OG_62,5,5,0.37,K07000,"K07000 (uncharacterized protein, https://www.genome.jp/entry/K07000)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1054,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1150,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1240,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2073,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1213
OG_63,5,5,0.46,K03885,"K03885 (NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9], https://www.genome.jp/entry/K03885)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1055,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1151,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1241,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2072,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1214
OG_64,5,5,0.406,K06077,"K06077 (outer membrane lipoprotein SlyB, https://www.genome.jp/entry/K06077)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1056,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1152,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1242,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2070,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1215
OG_65,5,5,0.367,K16137;K22041,"K16137 (TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon, https://www.genome.jp/entry/K16137);K22041 (TetR/AcrR family transcriptional regulator, copper-responsive repressor, https://www.genome.jp/entry/K22041)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1057,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1153,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1243,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2069,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1216
OG_66,5,5,0.391,K12151,"K12151 (multiple stress resistance protein BhsA, https://www.genome.jp/entry/K12151)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1058,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1154,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1244,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2068,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1217
OG_67,5,5,0.399,K19236,"K19236 (L,D-transpeptidase YcfS, https://www.genome.jp/entry/K19236)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1059,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1155,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1245,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2067,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1218
OG_68,5,5,0.364,K00767,"K00767 (nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19], https://www.genome.jp/entry/K00767)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_106,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_111,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_104,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_94,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_103
OG_69,5,5,0.414,K03723,"K03723 (transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4], https://www.genome.jp/entry/K03723)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1060,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1156,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1246,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2066,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1219
OG_70,5,5,0.346,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1061,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1157,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1247,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2065,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1220
OG_71,5,5,0.365,K02004;K09808,"K02004 (putative ABC transport system permease protein, https://www.genome.jp/entry/K02004);K09808 (lipoprotein-releasing system permease protein, https://www.genome.jp/entry/K09808)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1062,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1158,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1248,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2064,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1221
OG_72,5,5,0.456,K02003;K09810,"K02003 (putative ABC transport system ATP-binding protein, https://www.genome.jp/entry/K02003);K09810 (lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-], https://www.genome.jp/entry/K09810)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1063,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1159,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1249,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2063,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1222
OG_73,5,5,0.356,K02004;K09808,"K02004 (putative ABC transport system permease protein, https://www.genome.jp/entry/K02004);K09808 (lipoprotein-releasing system permease protein, https://www.genome.jp/entry/K09808)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1064,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1160,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1250,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2062,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1223
OG_74,5,5,0.362,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1065,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1161,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1251,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2061,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1224
OG_75,5,5,0.371,K12410,"K12410 (NAD-dependent protein deacetylase/lipoamidase [EC:2.3.1.286 2.3.1.313], https://www.genome.jp/entry/K12410)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1066,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1162,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1252,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2060,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1225
OG_76,3,3,0.241,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1067,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1163,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1253,,
OG_77,3,3,0.327,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1068,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1164,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1254,,
OG_78,5,5,0.52,K02055;K11069,"K02055 (putative spermidine/putrescine transport system substrate-binding protein, https://www.genome.jp/entry/K02055);K11069 (spermidine/putrescine transport system substrate-binding protein, https://www.genome.jp/entry/K11069)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1069,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1165,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1255,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2059,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1226
OG_79,5,5,0.349,K01447;K03806,"K01447 (N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28], https://www.genome.jp/entry/K01447);K03806 (N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28], https://www.genome.jp/entry/K03806)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_107,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_112,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_105,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_95,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_104
OG_80,5,5,0.369,K11070,"K11070 (spermidine/putrescine transport system permease protein, https://www.genome.jp/entry/K11070)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1070,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1166,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1256,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2058,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1227
OG_81,5,5,0.403,K11071,"K11071 (spermidine/putrescine transport system permease protein, https://www.genome.jp/entry/K11071)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1071,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1167,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1321,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2034,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1228
OG_82,5,5,0.431,K02010;K02052;K11072,"K02010 (iron(III) transport system ATP-binding protein [EC:7.2.2.7], https://www.genome.jp/entry/K02010);K02052 (putative spermidine/putrescine transport system ATP-binding protein, https://www.genome.jp/entry/K02052);K11072 (spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11], https://www.genome.jp/entry/K11072)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1072,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1168,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1322,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2033,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1229
OG_83,5,5,0.428,K01258,"K01258 (tripeptide aminopeptidase [EC:3.4.11.4], https://www.genome.jp/entry/K01258)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1073,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1169,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1323,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2031,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1230
OG_84,5,5,0.423,K18850,"K18850 (50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47], https://www.genome.jp/entry/K18850)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1074,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1170,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1324,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2030,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1231
OG_85,5,5,0.301,K07637,"K07637 (two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3], https://www.genome.jp/entry/K07637)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1075,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1171,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1325,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2029,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1254
OG_86,5,5,0.356,K07660,"K07660 (two-component system, OmpR family, response regulator PhoP, https://www.genome.jp/entry/K07660)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1076,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1172,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1326,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2028,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1255
OG_87,5,5,0.568,K01756,"K01756 (adenylosuccinate lyase [EC:4.3.2.2], https://www.genome.jp/entry/K01756)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1077,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1173,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1328,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2027,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1256
OG_88,5,5,0.365,K07153,"K07153 (high frequency lysogenization protein, https://www.genome.jp/entry/K07153)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1078,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1174,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1329,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2026,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1257
OG_89,5,5,0.53,K00566,"K00566 (tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13], https://www.genome.jp/entry/K00566)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1079,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1175,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1330,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2025,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1258
OG_90,5,5,0.322,K03807,"K03807 (AmpE protein, https://www.genome.jp/entry/K03807)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_108,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_113,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_106,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_96,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_105
OG_91,5,5,0.387,K12152,"K12152 (phosphatase NudJ [EC:3.6.1.-], https://www.genome.jp/entry/K12152)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1080,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1176,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1331,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2024,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1259
OG_92,5,5,0.319,K06181,"K06181 (23S rRNA pseudouridine2457 synthase [EC:5.4.99.20], https://www.genome.jp/entry/K06181)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1081,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1177,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1332,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2023,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1260
OG_93,5,5,0.62,K00031,"K00031 (isocitrate dehydrogenase [EC:1.1.1.42], https://www.genome.jp/entry/K00031)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1082,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1178,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1333,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2022,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1261
OG_94,3,3,0.262,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1083,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1179,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1334,,
OG_95,3,3,0.219,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1084,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1180,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1335,,
OG_96,3,3,0.35,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1085,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1181,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_560,,
OG_97,2,2,0.32,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1086,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1182,,,
OG_98,3,3,0.26,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1087,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1183,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1340,,
OG_99,3,3,0.362,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1088,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1184,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1341,,
OG_100,3,3,0.428,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1089,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1185,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_566,,
OG_101,5,5,0.471,K11734,"K11734 (aromatic amino acid transport protein AroP, https://www.genome.jp/entry/K11734)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_109,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_114,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_107,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_97,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_106
OG_102,4,5,0.511,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1090,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1186,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1343;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_567,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1982
OG_103,2,2,0.366,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1091,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1344,,
OG_104,2,2,0.255,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1092,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1345,,
OG_105,2,2,0.292,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1093,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1346,,
OG_106,2,2,0.238,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1094,,,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_280
OG_107,2,2,0.308,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1095,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1347,,
OG_108,2,2,0.272,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1096,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1348,,
OG_109,4,4,0.389,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_11,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_12,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_11,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_12
OG_110,2,2,0.286,K06887,"K06887 (uncharacterized protein, https://www.genome.jp/entry/K06887)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_110,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_115,,,
OG_111,1,2,0.228,K07729,"K07729 (putative transcriptional regulator, https://www.genome.jp/entry/K07729)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1100;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1405,,,,
OG_112,2,2,0.301,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1101,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1352,,
OG_113,3,4,0.336,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1102,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1191,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1353;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_574,,
OG_114,3,3,0.391,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1103,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1192,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_575,,
OG_115,2,2,0.265,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1104,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1355,,
OG_116,3,3,0.313,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1105,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1356,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_290
OG_117,2,2,0.303,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1106,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1357,,
OG_118,2,2,0.261,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1107,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1358,,
OG_119,3,4,0.406,K01160,"K01160 (crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10], https://www.genome.jp/entry/K01160)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1108,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1198,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1359;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_583,,
OG_120,3,3,0.258,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1109,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1199,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1360,,
OG_121,2,2,0.244,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_111,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_116,,,
OG_122,3,3,0.291,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1110,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_584,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2896
OG_123,3,4,0.598,K09476;K16076,"K09476 (outer membrane pore protein F, https://www.genome.jp/entry/K09476);K16076 (outer membrane porin protein LC, https://www.genome.jp/entry/K16076)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1111;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1928,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_585,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2138
OG_124,3,4,0.307,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1112;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1418,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_2803,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_586,,
OG_125,3,4,0.331,K01185,"K01185 (lysozyme [EC:3.2.1.17], https://www.genome.jp/entry/K01185)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1113;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1419,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1366,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_772
OG_126,4,7,0.353,K14744,"K14744 (prophage endopeptidase [EC:3.4.-.-], https://www.genome.jp/entry/K14744)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1114,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1203;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_2800,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1367;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_588,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_215;Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2901
OG_127,3,4,0.364,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1115,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1204;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_2107,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1368,,
OG_128,4,4,0.232,K03832,"K03832 (periplasmic protein TonB, https://www.genome.jp/entry/K03832)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1116,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1205,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1294,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2041,
OG_129,3,3,0.29,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1117,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1206,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1295,,
OG_130,3,3,0.344,K22014,"K22014 (Enterobacteria phage terminase small subunit, DNA-packaging protein, https://www.genome.jp/entry/K22014)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1119,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1207,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_592,,
OG_131,2,2,0.248,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_112,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_117,,,
OG_132,3,4,0.368,K21512,"K21512 (Enterobacteria phage terminase large subunit [EC:3.1.21.4], https://www.genome.jp/entry/K21512)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1120;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1279,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1297,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2914
OG_133,3,4,0.272,K26964,"K26964 (Enterobacteria phage head completion protein, https://www.genome.jp/entry/K26964)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1121;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1280,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1298,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2915
OG_134,2,2,0.3,K26963,"K26963 (Enterobacteria phage portal protein, https://www.genome.jp/entry/K26963)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1122,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1983,,,
OG_135,4,6,0.349,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1123;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1282,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1211,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1300;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1373,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2918
OG_136,4,6,0.405,K26962,"K26962 (Enterobacteria phage capsid decoration protein, https://www.genome.jp/entry/K26962)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1124;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1283,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1212,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1301;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1374,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2919
OG_137,5,8,0.462,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1125;Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1284,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1213;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1980,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1302;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1375,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2252,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2920
OG_138,2,2,0.316,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1126,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1303,,
